rep,t,k,w_0,w_1,w_2,h,R
233.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,37373.0
233.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,29309.0
233.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,30602.0
233.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,33170.0
233.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,40404.0
233.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,37562.0
233.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17411.0
233.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22289.0
233.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24026.0
233.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,26135.0
233.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37735.0
233.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28381.0
233.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30427.0
233.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28606.0
233.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36904.0
233.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37931.0
234.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
234.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
234.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
234.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
234.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
234.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
234.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
234.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
234.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
234.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
234.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16369.0
234.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,21921.0
234.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23103.0
234.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26395.0
234.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,37112.0
234.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,29765.0
234.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31653.0
234.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,31287.0
234.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,44477.0
234.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,36404.0
234.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17753.0
234.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22275.0
234.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24636.0
234.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,26711.0
234.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,38866.0
234.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,29889.0
234.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32584.0
234.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33014.0
234.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,39294.0
234.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34799.0
235.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
235.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
235.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
235.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
235.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
235.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
235.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
235.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
235.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
235.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
235.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,15842.0
235.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22488.0
235.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,24159.0
235.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,27829.0
235.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,35751.0
235.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,28508.0
235.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31583.0
235.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,33873.0
235.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,40902.0
235.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,36222.0
235.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17435.0
235.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24154.0
235.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25935.0
235.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28984.0
235.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36374.0
235.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28622.0
235.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30634.0
235.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33609.0
235.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,42672.0
235.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33882.0
236.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
236.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
236.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
236.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
236.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
236.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
236.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
236.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
236.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
236.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
236.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16292.0
236.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,21804.0
236.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23247.0
236.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26009.0
236.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36316.0
236.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,30071.0
236.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,32200.0
236.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,33498.0
236.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,43481.0
236.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,38220.0
236.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17832.0
236.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22292.0
236.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24903.0
236.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,27007.0
236.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,35388.0
236.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30468.0
236.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30926.0
236.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34434.0
236.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,45345.0
236.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36659.0
237.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
237.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
237.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
237.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
237.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
237.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
237.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
237.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
237.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
237.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
237.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,15858.0
237.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22742.0
237.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,24048.0
237.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,27944.0
237.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36747.0
237.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,30568.0
237.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31296.0
237.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,30020.0
237.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,41764.0
237.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,34817.0
237.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,16933.0
237.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24876.0
237.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24963.0
237.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,27682.0
237.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37651.0
237.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30624.0
237.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,29141.0
237.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,31182.0
237.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,42815.0
237.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33055.0
238.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
238.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
238.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
238.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
238.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
238.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
238.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
238.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
238.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
238.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
238.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16170.0
238.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22521.0
238.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23734.0
238.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,27337.0
238.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36458.0
238.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,29207.0
238.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31184.0
238.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,32711.0
238.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,43015.0
238.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,38729.0
238.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17184.0
238.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,23405.0
238.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24946.0
238.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,27944.0
238.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37760.0
238.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,29431.0
238.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,31512.0
238.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33463.0
238.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,45244.0
238.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,38326.0
239.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
239.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
239.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
239.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
239.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
239.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
239.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
239.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
239.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
239.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
239.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,15958.0
239.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22049.0
239.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23803.0
239.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26671.0
239.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36546.0
239.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,28940.0
239.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,30381.0
239.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,33607.0
239.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,34953.0
239.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,35170.0
239.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17569.0
239.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22321.0
239.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25178.0
239.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,26876.0
239.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37368.0
239.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30598.0
239.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,31140.0
239.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,35686.0
239.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32816.0
239.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33279.0
240.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
240.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
240.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
240.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
240.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
240.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
240.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
240.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
240.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
240.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
240.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16457.0
240.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,21374.0
240.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23214.0
240.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26578.0
240.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36010.0
240.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,29617.0
240.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31912.0
240.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,34032.0
240.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,40889.0
240.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,37284.0
240.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17598.0
240.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22392.0
240.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25017.0
240.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24992.0
240.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36752.0
240.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,30092.0
240.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,33232.0
240.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34323.0
240.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,42444.0
240.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34620.0
241.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
241.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
241.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
241.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
241.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
241.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
241.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
241.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
241.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
241.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
241.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16143.0
241.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,20628.0
241.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,24091.0
241.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,27254.0
241.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,35763.0
241.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,28715.0
241.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31116.0
241.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,25948.0
241.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,42162.0
241.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,32908.0
241.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17597.0
241.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22476.0
241.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25973.0
241.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,27168.0
241.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36979.0
241.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28199.0
241.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32120.0
241.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,26772.0
241.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,40204.0
241.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32424.0
242.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
242.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
242.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
242.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
242.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
242.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
242.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
242.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
242.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
242.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
242.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16225.0
242.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22811.0
242.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,22606.0
242.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,25006.0
242.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,35763.0
242.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,28102.0
242.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31301.0
242.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,34058.0
242.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,36320.0
242.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,35551.0
242.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17224.0
242.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24191.0
242.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25158.0
242.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24585.0
242.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37295.0
242.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,28891.0
242.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32777.0
242.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,37204.0
242.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36207.0
242.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34675.0
243.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
243.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
243.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
243.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
243.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
243.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
243.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
243.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
243.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
243.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
243.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,15432.0
243.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,21414.0
243.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23722.0
243.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26656.0
243.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,36123.0
243.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,27960.0
243.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31573.0
243.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,31850.0
243.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,40318.0
243.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,36605.0
243.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,16654.0
243.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,22580.0
243.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24344.0
243.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,26912.0
243.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36492.0
243.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,27699.0
243.0,2.0,6.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,31729.0
243.0,2.0,7.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,34125.0
243.0,2.0,8.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,42338.0
243.0,2.0,9.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,32559.0
244.0,0.0,0.0,24990.0,25739.7,26489.4,0.0,14916.0
244.0,0.0,1.0,24990.0,25739.7,26489.4,0.0,21012.0
244.0,0.0,2.0,24990.0,25739.7,26489.4,0.0,22212.0
244.0,0.0,3.0,24990.0,25739.7,26489.4,0.0,26664.0
244.0,0.0,4.0,24990.0,25739.7,26489.4,0.0,35280.0
244.0,0.0,5.0,24990.0,25739.7,26489.4,0.0,28860.0
244.0,0.0,6.0,24990.0,25739.7,26489.4,0.0,30468.0
244.0,0.0,7.0,24990.0,25739.7,26489.4,0.0,32004.0
244.0,0.0,8.0,24990.0,25739.7,26489.4,0.0,39516.0
244.0,0.0,9.0,24990.0,25739.7,26489.4,0.0,38256.0
244.0,1.0,0.0,28138.739999999998,28982.9022,29827.0644,0.0,16125.0
244.0,1.0,1.0,28138.739999999998,28982.9022,29827.0644,0.0,22657.0
244.0,1.0,2.0,28138.739999999998,28982.9022,29827.0644,0.0,23499.0
244.0,1.0,3.0,28138.739999999998,28982.9022,29827.0644,0.0,26608.0
244.0,1.0,4.0,28138.739999999998,28982.9022,29827.0644,0.0,35865.0
244.0,1.0,5.0,28138.739999999998,28982.9022,29827.0644,0.0,29909.0
244.0,1.0,6.0,28138.739999999998,28982.9022,29827.0644,0.0,31341.0
244.0,1.0,7.0,28138.739999999998,28982.9022,29827.0644,0.0,33604.0
244.0,1.0,8.0,28138.739999999998,28982.9022,29827.0644,0.0,38830.0
244.0,1.0,9.0,28138.739999999998,28982.9022,29827.0644,0.0,37989.0
244.0,2.0,0.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,17949.0
244.0,2.0,1.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,23935.0
244.0,2.0,2.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,24003.0
244.0,2.0,3.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,25020.0
244.0,2.0,4.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,36662.0
244.0,2.0,5.0,29123.595899999997,29997.303776999997,30871.011653999998,0.0,29490.0
