state_code,county_code,county_sub_code,cntyname,town_name,areaname22,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,cbsasub22,pop2017
47,001,99999,Anderson County,,"Knoxville, TN HUD Metro FMR Area",770,859,1052,1381,1623,METRO28940M28940,75540
47,009,99999,Blount County,,"Knoxville, TN HUD Metro FMR Area",770,859,1052,1381,1623,METRO28940M28940,127135
47,093,99999,Knox County,,"Knoxville, TN HUD Metro FMR Area",770,859,1052,1381,1623,METRO28940M28940,452285
47,105,99999,Loudon County,,"Knoxville, TN HUD Metro FMR Area",770,859,1052,1381,1623,METRO28940M28940,51025
47,173,99999,Union County,,"Knoxville, TN HUD Metro FMR Area",770,859,1052,1381,1623,METRO28940M28940,19175
47,013,99999,Campbell County,,"Campbell County, TN HUD Metro FMR Area",500,572,752,1018,1092,METRO28940N47013,39825
47,129,99999,Morgan County,,"Morgan County, TN HUD Metro FMR Area",567,589,775,1101,1226,METRO28940N47129,21640
47,145,99999,Roane County,,"Roane County, TN HUD Metro FMR Area",588,721,885,1153,1328,METRO28940N47145,52925
18,067,99999,Howard County,,"Kokomo, IN MSA",619,631,782,1093,1194,METRO29020M29020,82455
27,055,99999,Houston County,,"La Crosse-Onalaska, WI-MN MSA",656,768,987,1380,1689,METRO29100M29100,18710
55,063,99999,La Crosse County,,"La Crosse-Onalaska, WI-MN MSA",656,768,987,1380,1689,METRO29100M29100,117580
22,055,99999,Lafayette Parish,,"Lafayette, LA HUD Metro FMR Area",652,837,954,1288,1487,METRO29180M29180,238230
22,099,99999,St. Martin Parish,,"Lafayette, LA HUD Metro FMR Area",652,837,954,1288,1487,METRO29180M29180,53610
22,001,99999,Acadia Parish,,"Acadia Parish, LA HUD Metro FMR Area",513,557,733,1033,1104,METRO29180N22001,62605
22,045,99999,Iberia Parish,,"Iberia Parish, LA HUD Metro FMR Area",661,677,891,1135,1358,METRO29180N22045,73345
22,113,99999,Vermilion Parish,,"Vermilion Parish, LA HUD Metro FMR Area",568,672,766,1002,1039,METRO29180N22113,59840
18,171,99999,Warren County,,"Warren County, IN HUD Metro FMR Area",639,646,850,1207,1455,METRO29200M18171,8270
18,007,99999,Benton County,,"Lafayette-West Lafayette, IN HUD Metro FMR Area",780,894,1042,1342,1649,METRO29200M29140,8685
18,157,99999,Tippecanoe County,,"Lafayette-West Lafayette, IN HUD Metro FMR Area",780,894,1042,1342,1649,METRO29200M29140,186080
18,015,99999,Carroll County,,"Carroll County, IN HUD Metro FMR Area",629,636,837,1035,1135,METRO29200N18015,19995
22,019,99999,Calcasieu Parish,,"Lake Charles, LA MSA",702,732,941,1178,1321,METRO29340M29340,198755
22,023,99999,Cameron Parish,,"Lake Charles, LA MSA",702,732,941,1178,1321,METRO29340M29340,6805
04,015,99999,Mohave County,,"Lake Havasu City-Kingman, AZ MSA",706,812,1026,1444,1629,METRO29420M29420,204690
12,105,99999,Polk County,,"Lakeland-Winter Haven, FL MSA",900,906,1145,1538,1960,METRO29460M29460,652255
42,071,99999,Lancaster County,,"Lancaster, PA MSA",841,981,1233,1558,1672,METRO29540M29540,536495
26,155,99999,Shiawassee County,,"Shiawassee County, MI HUD Metro FMR Area",621,625,822,1096,1180,METRO29620M26155,68615
26,037,99999,Clinton County,,"Lansing-East Lansing, MI HUD Metro FMR Area",778,814,994,1277,1348,METRO29620M29620,77320
26,045,99999,Eaton County,,"Lansing-East Lansing, MI HUD Metro FMR Area",778,814,994,1277,1348,METRO29620M29620,108585
26,065,99999,Ingham County,,"Lansing-East Lansing, MI HUD Metro FMR Area",778,814,994,1277,1348,METRO29620M29620,286185
48,479,99999,Webb County,,"Laredo, TX MSA",800,805,997,1294,1428,METRO29700M29700,269625
35,013,99999,Dona Ana County,,"Las Cruces, NM MSA",676,692,839,1192,1402,METRO29740M29740,213850
32,003,99999,Clark County,,"Las Vegas-Henderson-Paradise, NV MSA",910,1080,1306,1855,2235,METRO29820M29820,2112435
20,045,99999,Douglas County,,"Lawrence, KS MSA",749,804,1000,1420,1670,METRO29940M29940,117805
40,031,99999,Comanche County,,"Lawton, OK HUD Metro FMR Area",626,631,818,1162,1400,METRO30020M30020,123065
40,033,99999,Cotton County,,"Cotton County, OK HUD Metro FMR Area",567,571,740,996,1004,METRO30020N40033,6000
42,075,99999,Lebanon County,,"Lebanon, PA MSA",779,802,1045,1342,1417,METRO30140M30140,137615
16,069,99999,Nez Perce County,,"Lewiston, ID-WA MSA",647,755,974,1384,1667,METRO30300M30300,40015
53,003,99999,Asotin County,,"Lewiston, ID-WA MSA",647,755,974,1384,1667,METRO30300M30300,22260
23,001,02060,Androscoggin County,Auburn city,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,22940
23,001,19105,Androscoggin County,Durham town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,3910
23,001,29255,Androscoggin County,Greene town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,4355
23,001,38565,Androscoggin County,Leeds town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,2300
23,001,38740,Androscoggin County,Lewiston city,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,36210
23,001,40035,Androscoggin County,Lisbon town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,8870
23,001,40665,Androscoggin County,Livermore town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,2075
23,001,40770,Androscoggin County,Livermore Falls town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,3135
23,001,44585,Androscoggin County,Mechanic Falls town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,2990
23,001,46160,Androscoggin County,Minot town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,2590
23,001,60020,Androscoggin County,Poland town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,5520
23,001,64570,Androscoggin County,Sabattus town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,5010
23,001,77800,Androscoggin County,Turner town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,5745
23,001,79585,Androscoggin County,Wales town,"Lewiston-Auburn, ME MSA",749,815,1043,1354,1597,METRO30340M30340,1665
21,017,99999,Bourbon County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,20015
21,049,99999,Clark County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,35755
21,067,99999,Fayette County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,315110
21,113,99999,Jessamine County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,51665
21,209,99999,Scott County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,52320
21,239,99999,Woodford County,,"Lexington-Fayette, KY MSA",683,802,986,1358,1617,METRO30460M30460,25815
39,003,99999,Allen County,,"Lima, OH MSA",603,662,816,1063,1191,METRO30620M30620,104155
31,109,99999,Lancaster County,,"Lincoln, NE HUD Metro FMR Area",672,742,956,1331,1551,METRO30700M30700,306355
31,159,99999,Seward County,,"Seward County, NE HUD Metro FMR Area",516,614,777,1061,1330,METRO30700N31159,17045
05,045,99999,Faulkner County,,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",748,771,883,1186,1410,METRO30780M30780,121280
05,085,99999,Lonoke County,,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",748,771,883,1186,1410,METRO30780M30780,71570
05,105,99999,Perry County,,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",748,771,883,1186,1410,METRO30780M30780,10320
05,119,99999,Pulaski County,,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",748,771,883,1186,1410,METRO30780M30780,392850
05,125,99999,Saline County,,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",748,771,883,1186,1410,METRO30780M30780,116250
05,053,99999,Grant County,,"Grant County, AR HUD Metro FMR Area",653,674,769,960,1043,METRO30780N05053,18075
16,041,99999,Franklin County,,"Logan, UT-ID MSA",624,748,938,1332,1605,METRO30860M30860,13120
49,005,99999,Cache County,,"Logan, UT-ID MSA",624,748,938,1332,1605,METRO30860M30860,120290
48,183,99999,Gregg County,,"Longview, TX HUD Metro FMR Area",730,836,982,1356,1559,METRO30980M30980,123400
48,459,99999,Upshur County,,"Longview, TX HUD Metro FMR Area",730,836,982,1356,1559,METRO30980M30980,40505
48,203,99999,Harrison County,,"Harrison County, TX HUD Metro FMR Area",672,758,958,1185,1299,METRO30980M48203,66605
48,401,99999,Rusk County,,"Rusk County, TX HUD Metro FMR Area",670,674,887,1124,1353,METRO30980N48401,53025
53,015,99999,Cowlitz County,,"Longview, WA MSA",749,856,1118,1588,1914,METRO31020M31020,103590
06,037,99999,Los Angeles County,,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1527,1770,2255,2971,3236,METRO31080MM4480,10105720
06,059,99999,Orange County,,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1844,2047,2498,3415,3949,METRO31080MM5945,3155815
18,019,99999,Clark County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,114895
18,043,99999,Floyd County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,76480
18,061,99999,Harrison County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,39450
21,029,99999,Bullitt County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,78620
21,103,99999,Henry County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,15675
21,111,99999,Jefferson County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,764380
21,185,99999,Oldham County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,64635
21,215,99999,Spencer County,,"Louisville, KY-IN HUD Metro FMR Area",738,855,1026,1367,1569,METRO31140M31140,18010
18,175,99999,Washington County,,"Washington County, IN HUD Metro FMR Area",565,598,787,1063,1067,METRO31140N18175,27805
21,211,99999,Shelby County,,"Shelby County, KY HUD Metro FMR Area",676,709,933,1184,1369,METRO31140N21211,45830
48,107,99999,Crosby County,,"Lubbock, TX HUD Metro FMR Area",711,821,1009,1430,1716,METRO31180M31180,5895
48,303,99999,Lubbock County,,"Lubbock, TX HUD Metro FMR Area",711,821,1009,1430,1716,METRO31180M31180,298040
48,305,99999,Lynn County,,"Lynn County, TX HUD Metro FMR Area",603,696,855,1215,1450,METRO31180N48305,5785
51,009,99999,Amherst County,,"Lynchburg, VA MSA",802,803,932,1257,1427,METRO31340M31340,31820
51,011,99999,Appomattox County,,"Lynchburg, VA MSA",802,803,932,1257,1427,METRO31340M31340,15460
51,019,99999,Bedford County,,"Lynchburg, VA MSA",802,803,932,1257,1427,METRO31340M31340,77320
51,031,99999,Campbell County,,"Lynchburg, VA MSA",802,803,932,1257,1427,METRO31340M31340,55160
51,680,99999,Lynchburg city,,"Lynchburg, VA MSA",802,803,932,1257,1427,METRO31340M31340,79235
13,021,99999,Bibb County,,"Macon-Bibb County, GA HUD Metro FMR Area",650,801,917,1161,1244,METRO31420M31420,153925
13,079,99999,Crawford County,,"Macon-Bibb County, GA HUD Metro FMR Area",650,801,917,1161,1244,METRO31420M31420,12385
13,169,99999,Jones County,,"Macon-Bibb County, GA HUD Metro FMR Area",650,801,917,1161,1244,METRO31420M31420,28540
13,289,99999,Twiggs County,,"Macon-Bibb County, GA HUD Metro FMR Area",650,801,917,1161,1244,METRO31420M31420,8325
13,207,99999,Monroe County,,"Monroe County, GA HUD Metro FMR Area",611,737,840,1038,1438,METRO31420N13207,26795
06,039,99999,Madera County,,"Madera, CA MSA",966,972,1267,1800,1978,METRO31460M31460,154440
55,025,99999,Dane County,,"Madison, WI HUD Metro FMR Area",995,1154,1344,1796,2088,METRO31540M31540,522835
55,021,99999,Columbia County,,"Columbia County, WI HUD Metro FMR Area",664,759,999,1419,1460,METRO31540N55021,56790
55,045,99999,Green County,,"Green County, WI HUD Metro FMR Area",707,710,931,1188,1263,METRO31540N55045,36870
55,049,99999,Iowa County,,"Iowa County, WI HUD Metro FMR Area",715,716,942,1233,1483,METRO31540N55049,23575
33,011,04500,Hillsborough County,Bedford town,"Manchester, NH HUD Metro FMR Area",1033,1174,1501,1855,2052,METRO31700MM4760,22020
33,011,29860,Hillsborough County,Goffstown town,"Manchester, NH HUD Metro FMR Area",1033,1174,1501,1855,2052,METRO31700MM4760,17900
33,011,45140,Hillsborough County,Manchester city,"Manchester, NH HUD Metro FMR Area",1033,1174,1501,1855,2052,METRO31700MM4760,110600
33,011,79780,Hillsborough County,Weare town,"Manchester, NH HUD Metro FMR Area",1033,1174,1501,1855,2052,METRO31700MM4760,8920
33,011,01300,Hillsborough County,Amherst town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,11240
33,011,08100,Hillsborough County,Brookline town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,5190
33,011,31940,Hillsborough County,Greenville town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,1970
33,011,37140,Hillsborough County,Hollis town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,7780
33,011,37940,Hillsborough County,Hudson town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,24860
33,011,42260,Hillsborough County,Litchfield town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,8425
33,011,46260,Hillsborough County,Mason town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,1490
33,011,47540,Hillsborough County,Merrimack town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,25565
33,011,48020,Hillsborough County,Milford town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,15290
33,011,49140,Hillsborough County,Mont Vernon town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,2500
33,011,50260,Hillsborough County,Nashua city,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,87640
33,011,51940,Hillsborough County,New Ipswich town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,5205
33,011,59940,Hillsborough County,Pelham town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,13325
33,011,85220,Hillsborough County,Wilton town,"Nashua, NH HUD Metro FMR Area",1155,1322,1739,2229,2358,METRO31700MM5350,3685
33,011,01700,Hillsborough County,Antrim town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,2655
33,011,04900,Hillsborough County,Bennington town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1425
33,011,17780,Hillsborough County,Deering town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1875
33,011,27140,Hillsborough County,Francestown town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1560
33,011,31540,Hillsborough County,Greenfield town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1750
33,011,33700,Hillsborough County,Hancock town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1860
33,011,36180,Hillsborough County,Hillsborough town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,5955
33,011,44580,Hillsborough County,Lyndeborough town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1770
33,011,50740,Hillsborough County,New Boston town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,5505
33,011,60580,Hillsborough County,Peterborough town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,6450
33,011,68820,Hillsborough County,Sharon town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,330
33,011,76260,Hillsborough County,Temple town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,1410
33,011,85940,Hillsborough County,Windsor town,"Hillsborough County, NH (part) HUD Metro FMR Area",1051,1064,1400,1778,2139,METRO31700N33011,225
20,061,99999,Geary County,,"Geary County, KS HUD Metro FMR Area",719,724,952,1352,1629,METRO31740M20061,35795
20,149,99999,Pottawatomie County,,"Manhattan, KS HUD Metro FMR Area",768,773,963,1263,1648,METRO31740M31740,23190
20,161,99999,Riley County,,"Manhattan, KS HUD Metro FMR Area",768,773,963,1263,1648,METRO31740M31740,75695
27,013,99999,Blue Earth County,,"Mankato-North Mankato, MN MSA",751,821,1050,1459,1797,METRO31860M31860,65765
27,103,99999,Nicollet County,,"Mankato-North Mankato, MN MSA",751,821,1050,1459,1797,METRO31860M31860,33475
39,139,99999,Richland County,,"Mansfield, OH MSA",507,574,752,1013,1179,METRO31900M31900,121535
72,067,99999,Hormigueros Municipio,,"Mayagüez, PR MSA",452,460,524,648,881,METRO32420M32420,16475
72,083,99999,Las Marías Municipio,,"Mayagüez, PR MSA",452,460,524,648,881,METRO32420M32420,8875
72,097,99999,Mayagüez Municipio,,"Mayagüez, PR MSA",452,460,524,648,881,METRO32420M32420,79615
48,215,99999,Hidalgo County,,"McAllen-Edinburg-Mission, TX MSA",672,677,868,1129,1249,METRO32580M32580,839540
41,029,99999,Jackson County,,"Medford, OR MSA",869,957,1259,1788,2155,METRO32780M32780,212070
05,035,99999,Crittenden County,,"Memphis, TN-MS-AR HUD Metro FMR Area",742,848,976,1304,1502,METRO32820M32820,49280
28,033,99999,DeSoto County,,"Memphis, TN-MS-AR HUD Metro FMR Area",742,848,976,1304,1502,METRO32820M32820,173265
47,047,99999,Fayette County,,"Memphis, TN-MS-AR HUD Metro FMR Area",742,848,976,1304,1502,METRO32820M32820,39335
47,157,99999,Shelby County,,"Memphis, TN-MS-AR HUD Metro FMR Area",742,848,976,1304,1502,METRO32820M32820,937845
47,167,99999,Tipton County,,"Memphis, TN-MS-AR HUD Metro FMR Area",742,848,976,1304,1502,METRO32820M32820,61435
28,093,99999,Marshall County,,"Marshall County, MS HUD Metro FMR Area",583,662,767,950,1218,METRO32820N28093,35980
28,137,99999,Tate County,,"Tate County, MS HUD Metro FMR Area",551,636,725,962,1101,METRO32820N28137,28335
28,143,99999,Tunica County,,"Tunica County, MS HUD Metro FMR Area",650,750,855,1057,1159,METRO32820N28143,10275
06,047,99999,Merced County,,"Merced, CA MSA",824,983,1205,1712,2062,METRO32900M32900,267390
12,011,99999,Broward County,,"Fort Lauderdale, FL HUD Metro FMR Area",1207,1328,1667,2364,2853,METRO33100MM2680,1890415
12,086,99999,Miami-Dade County,,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1260,1445,1814,2408,2854,METRO33100MM5000,2702600
12,099,99999,Palm Beach County,,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1144,1390,1721,2312,2809,METRO33100MM8960,1426770
18,091,99999,LaPorte County,,"Michigan City-La Porte, IN MSA",572,672,849,1120,1218,METRO33140M33140,110840
26,111,99999,Midland County,,"Midland, MI MSA",629,714,940,1308,1449,METRO33220M33220,83490
48,329,99999,Midland County,,"Midland, TX HUD Metro FMR Area",1273,1281,1576,1948,2697,METRO33260M33260,159885
48,317,99999,Martin County,,"Martin County, TX HUD Metro FMR Area",611,615,757,1075,1296,METRO33260N48317,5545
55,079,99999,Milwaukee County,,"Milwaukee-Waukesha-West Allis, WI MSA",732,882,1065,1353,1475,METRO33340M33340,956585
55,089,99999,Ozaukee County,,"Milwaukee-Waukesha-West Allis, WI MSA",732,882,1065,1353,1475,METRO33340M33340,87815
55,131,99999,Washington County,,"Milwaukee-Waukesha-West Allis, WI MSA",732,882,1065,1353,1475,METRO33340M33340,133965
55,133,99999,Waukesha County,,"Milwaukee-Waukesha-West Allis, WI MSA",732,882,1065,1353,1475,METRO33340M33340,396730
27,003,99999,Anoka County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,344860
27,019,99999,Carver County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,98800
27,025,99999,Chisago County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,54295
27,037,99999,Dakota County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,414655
27,053,99999,Hennepin County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,1224765
27,059,99999,Isanti County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,38585
27,123,99999,Ramsey County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,537895
27,139,99999,Scott County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,141465
27,141,99999,Sherburne County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,92025
27,163,99999,Washington County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,250980
27,171,99999,Wright County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,131130
55,093,99999,Pierce County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,41225
55,109,99999,St. Croix County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",1004,1162,1432,1984,2311,METRO33460M33460,87140
27,079,99999,Le Sueur County,,"Le Sueur County, MN HUD Metro FMR Area",716,796,1048,1415,1624,METRO33460N27079,27810
27,095,99999,Mille Lacs County,,"Mille Lacs County, MN HUD Metro FMR Area",678,775,1020,1449,1746,METRO33460N27095,25635
30,063,99999,Missoula County,,"Missoula, MT MSA",760,861,1080,1524,1849,METRO33540M33540,114230
01,129,99999,Washington County,,"Washington County, AL HUD Metro FMR Area",602,628,782,999,1060,METRO33660M01129,16745
01,097,99999,Mobile County,,"Mobile, AL HUD Metro FMR Area",711,741,924,1232,1335,METRO33660M33660,414330
06,099,99999,Stanislaus County,,"Modesto, CA MSA",999,1068,1334,1879,2202,METRO33700M33700,535685
22,067,99999,Morehouse Parish,,"Morehouse Parish, LA HUD Metro FMR Area",584,588,696,921,1191,METRO33740M22067,26290
22,073,99999,Ouachita Parish,,"Monroe, LA HUD Metro FMR Area",662,667,877,1088,1200,METRO33740M33740,156435
22,111,99999,Union Parish,,"Monroe, LA HUD Metro FMR Area",662,667,877,1088,1200,METRO33740M33740,22535
26,115,99999,Monroe County,,"Monroe, MI MSA",669,766,998,1312,1594,METRO33780M33780,149620
01,001,99999,Autauga County,,"Montgomery, AL MSA",687,816,976,1234,1596,METRO33860M33860,55035
01,051,99999,Elmore County,,"Montgomery, AL MSA",687,816,976,1234,1596,METRO33860M33860,80990
01,085,99999,Lowndes County,,"Montgomery, AL MSA",687,816,976,1234,1596,METRO33860M33860,10360
01,101,99999,Montgomery County,,"Montgomery, AL MSA",687,816,976,1234,1596,METRO33860M33860,227120
54,061,99999,Monongalia County,,"Morgantown, WV MSA",778,783,957,1293,1638,METRO34060M34060,103715
54,077,99999,Preston County,,"Morgantown, WV MSA",778,783,957,1293,1638,METRO34060M34060,33760
47,063,99999,Hamblen County,,"Morristown, TN HUD Metro FMR Area",612,616,810,1119,1197,METRO34100M34100,63465
47,089,99999,Jefferson County,,"Morristown, TN HUD Metro FMR Area",612,616,810,1119,1197,METRO34100M34100,52885
47,057,99999,Grainger County,,"Grainger County, TN HUD Metro FMR Area",573,576,729,985,989,METRO34100M47057,22940
53,057,99999,Skagit County,,"Mount Vernon-Anacortes, WA MSA",926,1103,1393,1979,2320,METRO34580M34580,121725
18,035,99999,Delaware County,,"Muncie, IN MSA",601,636,804,1081,1164,METRO34620M34620,115940
26,121,99999,Muskegon County,,"Muskegon, MI MSA",623,692,902,1151,1223,METRO34740M34740,172705
45,051,99999,Horry County,,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",941,975,1129,1434,1623,METRO34820M34820,310185
37,019,99999,Brunswick County,,"Brunswick County, NC HUD Metro FMR Area",868,898,1023,1453,1751,METRO34820M48900,122585
06,055,99999,Napa County,,"Napa, CA MSA",1554,1778,2339,3160,3172,METRO34900M34900,141005
12,021,99999,Collier County,,"Naples-Immokalee-Marco Island, FL MSA",1189,1392,1702,2235,2315,METRO34940M34940,356775
47,015,99999,Cannon County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,13840
47,021,99999,Cheatham County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,39715
47,037,99999,Davidson County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,678320
47,043,99999,Dickson County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,51340
47,147,99999,Robertson County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,68575
47,149,99999,Rutherford County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,298455
47,165,99999,Sumner County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,175730
47,169,99999,Trousdale County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,8775
47,187,99999,Williamson County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,212160
47,189,99999,Wilson County,,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1174,1196,1363,1726,2149,METRO34980M34980,128875
47,111,99999,Macon County,,"Macon County, TN HUD Metro FMR Area",592,596,784,1001,1229,METRO34980N47111,23240
47,119,99999,Maury County,,"Maury County, TN HUD Metro FMR Area",809,814,1071,1477,1596,METRO34980N47119,87605
47,159,99999,Smith County,,"Smith County, TN HUD Metro FMR Area",505,573,754,957,1085,METRO34980N47159,19280
37,049,99999,Craven County,,"Craven County, NC HUD Metro FMR Area",807,815,1039,1393,1778,METRO35100N37049,103375
37,103,99999,Jones County,,"Jones County, NC HUD Metro FMR Area",547,550,724,988,992,METRO35100N37103,9775
